ID,STATION,Station_Longitude,Station_Latitude,dENTRIES,,,,,,,,Net
119,Park Ave & St Edwards St,-73.978,40.6961,"376	",,119,Park Ave & St Edwards St,-73.978,40.6961,"377	",,#VALUE!
147,Greenwich St & Warren St,-74.0112,40.7154,"9371	",,147,Greenwich St & Warren St,-74.0112,40.7154,"8904	",,
161,LaGuardia Pl & W 3 St,-73.9981,40.7292,"6921	",,161,LaGuardia Pl & W 3 St,-73.9981,40.7292,"7191	",,
168,W 18 St & 6 Ave,-73.9946,40.7397,"11552	",,168,W 18 St & 6 Ave,-73.9946,40.7397,"11027	",,
2003,1 Ave & E 18 St,-73.9802,40.7342,"3960	",,2003,1 Ave & E 18 St,-73.9805,40.7338,"3813	",,
2010,Grand St & Greene St,-74.0023,40.7217,"4768	",,2010,Grand St & Greene St,-74.0023,40.7217,"4662	",,
2017,E 43 St & 2 Ave,-73.9712,40.7502,"2558	",,2017,E 43 St & 2 Ave,-73.9712,40.7502,"2724	",,
217,Old Fulton St,-73.9938,40.7028,"2671	",,217,Old Fulton St,-73.9938,40.7028,"2555	",,
224,Spruce St & Nassau St,-74.0055,40.7115,"3221	",,224,Spruce St & Nassau St,-74.0055,40.7115,"3224	",,
238,Bank St & Washington St,-74.0086,40.7362,"4662	",,238,Bank St & Washington St,-74.0086,40.7362,"4603	",,
245,Myrtle Ave & St Edwards St,-73.977,40.6933,"618	",,245,Myrtle Ave & St Edwards St,-73.977,40.6933,"755	",,
252,MacDougal St & Washington Sq,-73.9985,40.7323,"4870	",,252,MacDougal St & Washington Sq,-73.9985,40.7323,"4834	",,
259,South St & Whitehall St,-74.0123,40.7012,"3675	",,259,South St & Whitehall St,-74.0123,40.7012,"3458	",,
266,Avenue D & E 8 St,-73.9757,40.7237,"1791	",,266,Avenue D & E 8 St,-73.9757,40.7237,"1884	",,
280,E 10 St & 5 Ave,-73.9951,40.7333,"5656	",,280,E 10 St & 5 Ave,-73.9951,40.7333,"5554	",,
294,Washington Square E,-73.9957,40.7305,"6836	",,294,Washington Square E,-73.9957,40.7305,"6717	",,
301,E 2 St & Avenue B,-73.9837,40.7222,"6915	",,301,E 2 St & Avenue B,-73.9837,40.7222,"6715	",,
308,St James Pl & Oliver St,-73.9985,40.7131,"3150	",,308,St James Pl & Oliver St,-73.9985,40.7131,"2992	",,
315,South St & Gouverneur Ln,-74.0067,40.7036,"4113	",,315,South St & Gouverneur Ln,-74.0067,40.7036,"3875	",,
322,Clinton St & Tillary St,-73.9912,40.6962,"1341	",,322,Clinton St & Tillary St,-73.9912,40.6962,"1541	",,
329,Greenwich St & N Moore St,-74.0102,40.7204,"7578	",,329,Greenwich St & N Moore St,-74.0102,40.7204,"6861	",,
336,Sullivan St & Washington Sq,-73.9991,40.7305,"5125	",,336,Sullivan St & Washington Sq,-73.9991,40.7305,"5768	",,
343,Clinton Ave & Flushing Ave,-73.9699,40.6979,"858	",,343,Clinton Ave & Flushing Ave,-73.9699,40.6979,"828	",,
350,Clinton St & Grand St,-73.987,40.7156,"3807	",,350,Clinton St & Grand St,-73.987,40.7156,"3782	",,
357,E 11 St & Broadway,-73.9916,40.7326,"5197	",,357,E 11 St & Broadway,-73.9916,40.7326,"5145	",,
364,Lafayette Ave & Classon Ave,-73.9602,40.689,"1048	",,364,Lafayette Ave & Classon Ave,-73.9602,40.689,"1112	",,
385,E 55 St & 2 Ave,-73.966,40.758,"2933	",,385,E 55 St & 2 Ave,-73.966,40.758,"2964	",,
392,Jay St & Tech Pl,-73.9872,40.6951,"2271	",,392,Jay St & Tech Pl,-73.9872,40.6951,"2123	",,
399,Lafayette Ave & St James Pl,-73.9648,40.6885,"652	",,399,Lafayette Ave & St James Pl,-73.9648,40.6885,"886	",,
406,Hicks St & Montague St,-73.996,40.6951,"2199	",,406,Hicks St & Montague St,-73.996,40.6951,"2228	",,
420,Clermont Ave & Lafayette Ave,-73.9697,40.6876,"1023	",,420,Clermont Ave & Lafayette Ave,-73.9697,40.6876,"1187	",,
427,Bus Slip & State St,-74.0139,40.7019,"3324	",,427,Bus Slip & State St,-74.0139,40.7019,"3236	",,
434,9 Ave & W 18 St,-74.0037,40.7432,"6715	",,434,9 Ave & W 18 St,-74.0037,40.7432,"6395	",,
441,E 52 St & 2 Ave,-73.9674,40.756,"3572	",,441,E 52 St & 2 Ave,-73.9674,40.756,"3599	",,
448,W 37 St & 10 Ave,-73.9979,40.7566,"6895	",,448,W 37 St & 10 Ave,-73.9979,40.7566,"6713	",,
455,1 Ave & E 44 St,-73.9691,40.75,"5132	",,455,1 Ave & E 44 St,-73.9691,40.75,"5052	",,
462,W 22 St & 10 Ave,-74.0045,40.7469,"9212	",,462,W 22 St & 10 Ave,-74.0045,40.7469,"9302	",,
469,Broadway & W 53 St,-73.9827,40.7634,"3750	",,469,Broadway & W 53 St,-73.9827,40.7634,"4869	",,
476,E 31 St & 3 Ave,-73.9797,40.7439,"7397	",,476,E 31 St & 3 Ave,-73.9797,40.7439,"7425	",,
483,E 12 St & 3 Ave,-73.9889,40.7322,"8505	",,483,E 12 St & 3 Ave,-73.9889,40.7322,"8215	",,
490,8 Ave & W 33 St,-73.9939,40.7516,"15200	",,490,8 Ave & W 33 St,-73.9939,40.7516,"16324	",,
497,E 17 St & Broadway,-73.9901,40.737,"17578	",,497,E 17 St & Broadway,-73.9901,40.737,"16433	",,
504,1 Ave & E 15 St,-73.9817,40.7322,"10674	",,504,1 Ave & E 15 St,-73.9817,40.7322,"10497	",,
511,E 14 St & Avenue B,-73.9777,40.7294,"7702	",,511,E 14 St & Avenue B,-73.9777,40.7294,"9379	",,
518,E 39 St & 2 Ave,-73.9734,40.7478,"9307	",,518,E 39 St & 2 Ave,-73.9734,40.7478,"9351	",,
525,W 34 St & 11 Ave,-74.0021,40.7559,"3427	",,525,W 34 St & 11 Ave,-74.0021,40.7559,"3446	",,
532,S 5 Pl & S 4 St,-73.9609,40.7105,"4029	",,532,S 5 Pl & S 4 St,-73.9609,40.7105,"3800	",,
539,Metropolitan Ave & Bedford Ave,-73.9602,40.7153,"3271	",,539,Metropolitan Ave & Bedford Ave,-73.9602,40.7153,"3032	",,
546,E 30 St & Park Ave S,-73.983,40.7444,"8868	",,546,E 30 St & Park Ave S,-73.983,40.7444,"8789	",,
72,W 52 St & 11 Ave,-73.9939,40.7673,"4970	",,72,W 52 St & 11 Ave,-73.9939,40.7673,"4911	",,
79,Franklin St & W Broadway,-74.0067,40.7191,"4092	",,79,Franklin St & W Broadway,-74.0067,40.7191,"4050	",,
120,Lexington Ave & Classon Ave,-73.9593,40.6868,"808	",,120,Lexington Ave & Classon Ave,-73.9593,40.6868,"858	",,
127,Barrow St & Hudson St,-74.0067,40.7317,"11238	",,127,Barrow St & Hudson St,-74.0067,40.7317,"11159	",,
2004,6 Ave & Broome St,-74.0047,40.7244,"5123	",,2004,6 Ave & Broome St,-74.0047,40.7244,"4987	",,
218,Gallatin Pl & Livingston St,-73.9871,40.6903,"723	",,218,Gallatin Pl & Livingston St,-73.9871,40.6903,"723	",,
225,W 14 St & The High Line,-74.008,40.742,"5634	",,225,W 14 St & The High Line,-74.008,40.742,"5315	",,
232,Cadman Plaza E & Tillary St,-73.9901,40.696,"1258	",,232,Cadman Plaza E & Tillary St,-73.9901,40.696,"1286	",,
239,Willoughby St & Fleet St,-73.9813,40.692,"1857	",,239,Willoughby St & Fleet St,-73.9813,40.692,"2141	",,
253,W 13 St & 5 Ave,-73.9945,40.7354,"2786	",,253,W 13 St & 5 Ave,-73.9945,40.7354,"2797	",,
260,Broad St & Bridge St,-74.0117,40.7037,"2362	",,260,Broad St & Bridge St,-74.0117,40.7037,"2141	",,
267,Broadway & W 36 St,-73.9877,40.751,"4218	",,267,Broadway & W 36 St,-73.9877,40.751,"4928	",,
274,Lafayette Ave & Fort Greene Pl,-73.9767,40.6869,"1551	",,274,Lafayette Ave & Fort Greene Pl,-73.9767,40.6869,"1407	",,
281,Grand Army Plaza & Central Park S,-73.9737,40.7644,"8437	",,281,Grand Army Plaza & Central Park S,-73.9737,40.7644,"8527	",,
295,Pike St & E Broadway,-73.9929,40.7141,"3783	",,295,Pike St & E Broadway,-73.9929,40.7141,"3930	",,
302,Avenue D & E 3 St,-73.9779,40.7208,"2985	",,302,Avenue D & E 3 St,-73.9779,40.7208,"2994	",,
309,Murray St & West St,-74.013,40.715,"3970	",,309,Murray St & West St,-74.013,40.715,"3718	",,
316,Fulton St & William St,-74.0065,40.7096,"3925	",,316,Fulton St & William St,-74.0065,40.7096,"4017	",,
323,Lawrence St & Willoughby St,-73.9863,40.6924,"2700	",,323,Lawrence St & Willoughby St,-73.9863,40.6924,"2516	",,
330,Reade St & Broadway,-74.0056,40.7145,"3961	",,330,Reade St & Broadway,-74.0056,40.7145,"3937	",,
337,Old Slip & Front St,-74.0084,40.7038,"3185	",,337,Old Slip & Front St,-74.0084,40.7038,"2796	",,
344,Monroe St & Bedford Ave,-73.9538,40.6851,"1011	",,344,Monroe St & Bedford Ave,-73.9538,40.6851,"987	",,
351,Front St & Maiden Ln,-74.0061,40.7053,"3423	",,351,Front St & Maiden Ln,-74.0061,40.7053,"3292	",,
358,Christopher St & Greenwich St,-74.0071,40.7329,"12034	",,358,Christopher St & Greenwich St,-74.0071,40.7329,"11592	",,
365,Fulton St & Grand Ave,-73.9615,40.6822,"1452	",,365,Fulton St & Grand Ave,-73.9615,40.6822,"1400	",,
372,Franklin Ave & Myrtle Ave,-73.9581,40.6945,"502	",,372,Franklin Ave & Myrtle Ave,-73.9581,40.6945,"472	",,
379,W 31 St & 7 Ave,-73.9916,40.7492,"13196	",,379,W 31 St & 7 Ave,-73.9916,40.7492,"12964	",,
386,Centre St & Worth St,-74.0023,40.7149,"4025	",,386,Centre St & Worth St,-74.0023,40.7149,"4034	",,
393,E 5 St & Avenue C,-73.98,40.723,"3887	",,393,E 5 St & Avenue C,-73.98,40.723,"3912	",,
400,Pitt St & Stanton St,-73.9818,40.7193,"1220	",,400,Pitt St & Stanton St,-73.9818,40.7193,"1322	",,
407,Henry St & Poplar St,-73.9915,40.7005,"873	",,407,Henry St & Poplar St,-73.9915,40.7005,"1061	",,
414,Pearl St & Anchorage Pl,-73.9877,40.7028,"2382	",,414,Pearl St & Anchorage Pl,-73.9877,40.7028,"2138	",,
421,Clermont Ave & Park Ave,-73.9713,40.6957,"1002	",,421,Clermont Ave & Park Ave,-73.9713,40.6957,"1073	",,
428,E 3 St & 1 Ave,-73.9878,40.7247,"7216	",,428,E 3 St & 1 Ave,-73.9878,40.7247,"7068	",,
435,W 21 St & 6 Ave,-73.9942,40.7417,"17031	",,435,W 21 St & 6 Ave,-73.9942,40.7417,"17090	",,
442,W 27 St & 7 Ave,-73.9939,40.7466,"9250	",,442,W 27 St & 7 Ave,-73.9939,40.7466,"9702	",,
449,W 52 St & 9 Ave,-73.9879,40.7646,"4062	",,449,W 52 St & 9 Ave,-73.9879,40.7646,"4930	",,
456,E 53 St & Madison Ave,-73.974,40.7597,"3606	",,456,E 53 St & Madison Ave,-73.974,40.7597,"3681	",,
463,9 Ave & W 16 St,-74.0044,40.7421,"8750	",,463,9 Ave & W 16 St,-74.0044,40.7421,"8391	",,
470,W 20 St & 8 Ave,-74,40.7435,"6864	",,470,W 20 St & 8 Ave,-74,40.7435,"6558	",,
477,W 41 St & 8 Ave,-73.99,40.7564,"15913	",,477,W 41 St & 8 Ave,-73.99,40.7564,"13762	",,
484,W 44 St & 5 Ave,-73.9801,40.755,"7014	",,484,W 44 St & 5 Ave,-73.9801,40.755,"7001	",,
491,E 24 St & Park Ave S,-73.986,40.741,"8988	",,491,E 24 St & Park Ave S,-73.986,40.741,"8107	",,
498,Broadway & W 32 St,-73.9881,40.7485,"6938	",,498,Broadway & W 32 St,-73.9881,40.7485,"7590	",,
505,6 Ave & W 33 St,-73.9885,40.749,"8560	",,505,6 Ave & W 33 St,-73.9885,40.749,"9303	",,
512,W 29 St & 9 Ave,-73.9984,40.7501,"5818	",,512,W 29 St & 9 Ave,-73.9984,40.7501,"5806	",,
519,Pershing Square North,-73.9777,40.7519,"17515	",,519,Pershing Square North,-73.9777,40.7519,"18141	",,
526,E 33 St & 5 Ave,-73.9849,40.7477,"6778	",,526,E 33 St & 5 Ave,-73.9849,40.7477,"7050	",,
533,Broadway & W 39 St,-73.9872,40.753,"5623	",,533,Broadway & W 39 St,-73.9872,40.753,"6253	",,
540,Lexington Ave & E 26 St,-73.9832,40.7415,"1110	",,540,Lexington Ave & E 26 St,-73.9832,40.7415,"1065	",,
128,MacDougal St & Prince St,-74.003,40.7271,"10706	",,128,MacDougal St & Prince St,-74.003,40.7271,"9931	",,
2005,Railroad Ave & Kay Ave,-73.971,40.7053,"209	",,2005,Railroad Ave & Kay Ave,-73.971,40.7053,"201	",,
2012,E 27 St & 1 Ave,-73.9768,40.7394,"6141	",,2012,E 27 St & 1 Ave,-73.9768,40.7394,"6093	",,
212,W 16 St & The High Line,-74.0068,40.7433,"3128	",,212,W 16 St & The High Line,-74.0068,40.7433,"3159	",,
233,Joralemon St & Adams St,-73.9896,40.6925,"1797	",,233,Cadman Plaza W & Pierrepont St,-73.9905,40.6948,"1926	",,
247,Perry St & Bleecker St,-74.0048,40.7354,"4612	",,247,Perry St & Bleecker St,-74.0048,40.7354,"4545	",,
254,W 11 St & 6 Ave,-73.998,40.7353,"3994	",,254,W 11 St & 6 Ave,-73.998,40.7353,"4138	",,
261,Johnson St & Gold St,-73.9836,40.6947,"2019	",,261,Johnson St & Gold St,-73.9836,40.6947,"1999	",,
268,Howard St & Centre St,-73.9997,40.7191,"5450	",,268,Howard St & Centre St,-73.9997,40.7191,"5255	",,
275,Washington Ave & Greene Ave,-73.9656,40.6865,"1036	",,275,Washington Ave & Greene Ave,-73.9656,40.6865,"1103	",,
282,Kent Ave & S 11 St,-73.9683,40.7083,"1179	",,282,Kent Ave & S 11 St,-73.9683,40.7083,"1186	",,
289,Monroe St & Classon Ave,-73.9588,40.6846,"404	",,289,Monroe St & Classon Ave,-73.9588,40.6846,"488	",,
296,Division St & Bowery,-73.997,40.7141,"4435	",,296,Division St & Bowery,-73.997,40.7141,"4259	",,
303,Mercer St & Spring St,-73.9995,40.7236,"5199	",,303,Mercer St & Spring St,-73.9995,40.7236,"4522	",,
310,State St & Smith St,-73.9891,40.6893,"3106	",,310,State St & Smith St,-73.9891,40.6893,"2887	",,
317,E 6 St & Avenue B,-73.9819,40.7245,"6720	",,317,E 6 St & Avenue B,-73.9819,40.7245,"6258	",,
324,DeKalb Ave & Hudson Ave,-73.981,40.6899,"4492	",,324,DeKalb Ave & Hudson Ave,-73.981,40.6899,"2584	",,
331,Pike St & Monroe St,-73.9919,40.7117,"2240	",,331,Pike St & Monroe St,-73.9919,40.7117,"2249	",,
345,W 13 St & 6 Ave,-73.997,40.7365,"7976	",,345,W 13 St & 6 Ave,-73.997,40.7365,"7810	",,
352,W 56 St & 6 Ave,-73.9772,40.7634,"6623	",,352,W 56 St & 6 Ave,-73.9772,40.7634,"6476	",,
359,E 47 St & Park Ave,-73.975,40.7551,"7315	",,359,E 47 St & Park Ave,-73.975,40.7551,"7449	",,
366,Clinton Ave & Myrtle Ave,-73.9689,40.6933,"2614	",,366,Clinton Ave & Myrtle Ave,-73.9689,40.6933,"2843	",,
373,Willoughby Ave & Walworth St,-73.9538,40.6933,"1048	",,373,Willoughby Ave & Walworth St,-73.9538,40.6933,"998	",,
380,W 4 St & 7 Ave S,-74.0029,40.734,"7843	",,380,W 4 St & 7 Ave S,-74.0029,40.734,"8151	",,
387,Centre St & Chambers St,-74.0046,40.7127,"9086	",,387,Centre St & Chambers St,-74.0046,40.7127,"9094	",,
394,E 9 St & Avenue C,-73.9777,40.7252,"5757	",,394,E 9 St & Avenue C,-73.9777,40.7252,"5569	",,
401,Allen St & Rivington St,-73.99,40.7202,"7217	",,401,Allen St & Rivington St,-73.99,40.7202,"7302	",,
408,Market St & Cherry St,-73.994,40.7108,"2248	",,408,Market St & Cherry St,-73.994,40.7108,"2176	",,
415,Pearl St & Hanover Square,-74.0093,40.7047,"4697	",,415,Pearl St & Hanover Square,-74.0093,40.7047,"3665	",,
422,W 59 St & 10 Ave,-73.988,40.7705,"3581	",,422,W 59 St & 10 Ave,-73.988,40.7705,"3588	",,
436,Hancock St & Bedford Ave,-73.954,40.6822,"364	",,436,Hancock St & Bedford Ave,-73.954,40.6822,"464	",,
443,Bedford Ave & S 9th St,-73.9641,40.7085,"357	",,443,Bedford Ave & S 9th St,-73.9641,40.7085,"390	",,
450,W 49 St & 8 Ave,-73.9879,40.7623,"2094	",,450,W 49 St & 8 Ave,-73.9879,40.7623,"3175	",,
457,Broadway & W 58 St,-73.9817,40.767,"7319	",,457,Broadway & W 58 St,-73.9817,40.767,"7661	",,
464,E 56 St & 3 Ave,-73.9676,40.7593,"3468	",,464,E 56 St & 3 Ave,-73.9676,40.7593,"3232	",,
471,Grand St & Havemeyer St,-73.957,40.7129,"1757	",,471,Grand St & Havemeyer St,-73.957,40.7129,"1641	",,
478,11 Ave & W 41 St,-73.9988,40.7603,"7467	",,478,11 Ave & W 41 St,-73.9988,40.7603,"7249	",,
485,W 37 St & 5 Ave,-73.9834,40.7504,"4455	",,485,W 37 St & 5 Ave,-73.9834,40.7504,"4737	",,
492,W 33 St & 7 Ave,-73.9909,40.7502,"13514	",,492,W 33 St & 7 Ave,-73.9909,40.7502,"9345	",,
499,Broadway & W 60 St,-73.9819,40.7692,"11159	",,499,Broadway & W 60 St,-73.9819,40.7692,"11136	",,
513,W 56 St & 10 Ave,-73.9886,40.7683,"4442	",,513,W 56 St & 10 Ave,-73.9886,40.7683,"4525	",,
520,W 52 St & 5 Ave,-73.9765,40.7599,"5237	",,520,W 52 St & 5 Ave,-73.9765,40.7599,"4465	",,
527,E 33 St & 2 Ave,-73.9761,40.744,"8764	",,527,E 33 St & 2 Ave,-73.9761,40.744,"8954	",,
534,Water - Whitehall Plaza,-74.0127,40.7026,"2947	",,534,Water - Whitehall Plaza,-74.0127,40.7026,"2811	",,
143,Clinton St & Joralemon St,-73.9934,40.6924,"1698	",,143,Clinton St & Joralemon St,-73.9934,40.6924,"1804	",,
150,E 2 St & Avenue C,-73.9809,40.7209,"3880	",,150,E 2 St & Avenue C,-73.9809,40.7209,"4050	",,
157,Henry St & Atlantic Ave,-73.9961,40.6909,"2421	",,157,Henry St & Atlantic Ave,-73.9961,40.6909,"2283	",,
164,E 47 St & 2 Ave,-73.9703,40.7532,"4552	",,164,E 47 St & 2 Ave,-73.9703,40.7532,"4716	",,
2006,Central Park S & 6 Ave,-73.9763,40.7659,"7125	",,2006,Central Park S & 6 Ave,-73.9763,40.7659,"6915	",,
241,DeKalb Ave & S Portland Ave,-73.9749,40.6898,"1219	",,241,DeKalb Ave & S Portland Ave,-73.9749,40.6898,"1488	",,
248,Laight St & Hudson St,-74.0077,40.7219,"1646	",,248,Laight St & Hudson St,-74.0077,40.7219,"1710	",,
255,NYCBS Depot - SSP,-74.0165,40.6468,"2	",,255,NYCBS Depot - SSP,-74.0165,40.6468,"3	",,
262,Washington Park,-73.9737,40.6918,"949	",,262,Washington Park,-73.9737,40.6918,"1424	",,
276,Duane St & Greenwich St,-74.0105,40.7175,"3398	",,276,Duane St & Greenwich St,-74.0105,40.7175,"3459	",,
290,2 Ave & E 58 St,-73.9648,40.7602,"4648	",,290,2 Ave & E 58 St,-73.9648,40.7602,"4721	",,
297,E 15 St & 3 Ave,-73.9869,40.7342,"7792	",,297,E 15 St & 3 Ave,-73.9869,40.7342,"7607	",,
304,Broadway & Battery Pl,-74.0136,40.7046,"5414	",,304,Broadway & Battery Pl,-74.0136,40.7046,"5220	",,
311,Norfolk St & Broome St,-73.988,40.7172,"4356	",,311,Norfolk St & Broome St,-73.988,40.7172,"4006	",,
318,E 43 St & Vanderbilt Ave,-73.978,40.7532,"11455	",,318,E 43 St & Vanderbilt Ave,-73.978,40.7532,"11077	",,
325,E 19 St & 3 Ave,-73.9847,40.7362,"4681	",,325,E 19 St & 3 Ave,-73.9847,40.7362,"5404	",,
332,Cherry St,-73.9795,40.7122,"2480	",,332,Cherry St,-73.9795,40.7122,"2450	",,
339,Avenue D & E 12 St,-73.9742,40.7258,"1139	",,339,Avenue D & E 12 St,-73.9742,40.7258,"1165	",,
346,Bank St & Hudson St,-74.0062,40.7365,"5751	",,346,Bank St & Hudson St,-74.0062,40.7365,"5543	",,
353,S Portland Ave & Hanson Pl,-73.9743,40.6854,"1041	",,353,S Portland Ave & Hanson Pl,-73.9743,40.6854,"1075	",,
360,William St & Pine St,-74.0089,40.7072,"3487	",,360,William St & Pine St,-74.0089,40.7072,"3534	",,
367,E 53 St & Lexington Ave,-73.9707,40.7583,"3580	",,367,E 53 St & Lexington Ave,-73.9707,40.7583,"3732	",,
388,W 26 St & 10 Ave,-74.003,40.7497,"6609	",,388,W 26 St & 10 Ave,-74.003,40.7497,"6638	",,
